season,shrink_factor,edge_threshold,bets,profit_units,roi,win_rate,avg_raw_model_prob,avg_model_prob,avg_implied_prob,avg_edge,avg_odds,max_possible_profit_if_all_won
2025,0.95,0.06,15,-0.24273249807148156,-0.01618216653809877,0.5333333333333333,0.6530009229217529,0.6453508767756653,0.5381659383003822,0.10718493847528304,-64.7,6.757267501928519
2025,0.95,0.07,14,-0.9570182123571955,-0.06835844373979968,0.5,0.6527794942087403,0.6451405194983033,0.5349396957980285,0.11020082370027473,-59.32142857142857,6.0429817876428045
2025,0.95,0.08,12,-2.7135667485667483,-0.22613056238056237,0.4166666666666667,0.6597514962708739,0.6517639214573303,0.535338484474429,0.11642543698290116,-50.208333333333336,4.286433251433252
all,1.0,0.03,53,10.118850509071896,0.19092170771833766,0.660377358490566,0.6487688373958849,0.6487688373958849,0.5566871449219732,0.09208169247391171,-100.50943396226415,28.118850509071898
all,1.0,0.04,47,9.228790797094376,0.19635725100200802,0.6595744680851063,0.6526336990973086,0.6526336990973086,0.5534168544015469,0.09921684469576196,-95.51063829787235,25.228790797094376
all,1.0,0.05,45,7.659560027863607,0.17021244506363573,0.6444444444444445,0.6546713417383837,0.6546713417383837,0.5531070935558399,0.1015642481825438,-94.08888888888889,23.659560027863606
all,1.0,0.06,40,9.078310027863607,0.22695775069659016,0.675,0.6583684355482683,0.6583684355482683,0.5510394337081751,0.10732900184009324,-89.275,22.078310027863605
all,1.0,0.07,31,7.183858793928307,0.23173738044930023,0.6774193548387096,0.6660764160462459,0.6660764160462459,0.5463787148140768,0.11969770123216912,-76.91935483870968,17.18385879392831
all,1.0,0.08,27,4.209069122110833,0.15589144896706789,0.6296296296296297,0.6683564679627968,0.6683564679627968,0.5421134084219066,0.12624305954089018,-68.0925925925926,14.209069122110831
2024,1.0,0.03,26,15.295401500294062,0.5882846730882332,0.8846153846153846,0.6543214722254024,0.6543214722254024,0.5564602405456125,0.09786123167978983,-103.5576923076923,18.295401500294066
2024,1.0,0.04,23,13.090273295165858,0.5691423171811243,0.8695652173913043,0.6596694196369163,0.6596694196369163,0.5538057161555316,0.10586370348138462,-99.23913043478261,16.090273295165858
2024,1.0,0.05,22,12.32104252593509,0.560047387542504,0.8636363636363636,0.6617944107855257,0.6617944107855257,0.5532870036487674,0.1085074071367585,-97.8409090909091,15.32104252593509
2024,1.0,0.06,22,12.32104252593509,0.560047387542504,0.8636363636363636,0.6617944107855257,0.6617944107855257,0.5532870036487674,0.1085074071367585,-97.8409090909091,15.32104252593509
2024,1.0,0.07,16,7.426591291999791,0.4641619557499869,0.8125,0.6783346908504582,0.6783346908504582,0.5540781927956655,0.12425649805479262,-88.375,10.426591291999792
2024,1.0,0.08,14,6.0751782435589385,0.43394130311135276,0.7857142857142857,0.6790934525986785,0.6790934525986785,0.5479797007163286,0.13111375188234975,-79.85714285714286,9.075178243558938
2025,1.0,0.03,27,-5.176550991222166,-0.19172411078600615,0.4444444444444444,0.6434218557082014,0.6434218557082014,0.5569056454325428,0.08651621027565876,-97.57407407407408,9.823449008777834
2025,1.0,0.04,24,-3.861482498071481,-0.16089510408631172,0.4583333333333333,0.6458911335801848,0.6458911335801848,0.5530441952206445,0.09284693835954026,-91.9375,9.138517501928519
2025,1.0,0.05,23,-4.661482498071481,-0.2026731520900644,0.43478260869565216,0.6478579713454651,0.6478579713454651,0.5529350056408658,0.09492296570459934,-90.5,8.338517501928518
2025,1.0,0.06,18,-3.242732498071481,-0.1801518054484156,0.4444444444444444,0.6541811324805091,0.6541811324805091,0.5482924037807844,0.10588872869972464,-78.80555555555556,6.757267501928519
2025,1.0,0.07,15,-0.24273249807148156,-0.01618216653809877,0.5333333333333333,0.6530009229217529,0.6530009229217529,0.5381659383003822,0.11483498462137068,-64.7,6.757267501928519
2025,1.0,0.08,13,-1.8661091214481047,-0.14354685549600804,0.46153846153846156,0.6567935614318472,0.6567935614318472,0.5357958628740673,0.12099769855777988,-55.42307692307692,5.133890878551895
