game_id,Season,Week,game_date,game_datetime_utc,away_team,home_team,away_score,home_score,margin,total_points,away_win,home_win,is_tie,n_plays,game_date_str,season_type,week_sort,AwayTeam,HomeTeam,home_total_plays_x,home_offensive_plays_x,home_pass_plays_x,home_rush_plays_x,home_sacks_x,home_punts_x,home_field_goal_plays_x,home_turnovers_x,home_penalties_x,home_first_downs_x,home_touchdowns_x,home_scoring_plays_x,home_scoring_drives_x,home_red_zone_plays_x,home_explosive_passes_x,home_explosive_runs_x,home_drive_count_x,home_pass_rate_x,home_rush_rate_x,home_explosive_play_rate_x,home_scoring_drive_rate_x,home_home_or_away_x,away_total_plays_x,away_offensive_plays_x,away_pass_plays_x,away_rush_plays_x,away_sacks_x,away_punts_x,away_field_goal_plays_x,away_turnovers_x,away_penalties_x,away_first_downs_x,away_touchdowns_x,away_scoring_plays_x,away_scoring_drives_x,away_red_zone_plays_x,away_explosive_passes_x,away_explosive_runs_x,away_drive_count_x,away_pass_rate_x,away_rush_rate_x,away_explosive_play_rate_x,away_scoring_drive_rate_x,away_home_or_away_x,combined_offensive_plays,combined_total_plays,combined_drive_count,combined_turnovers,combined_penalties,combined_touchdowns,combined_scoring_plays,combined_red_zone_plays,combined_explosive_passes,combined_explosive_runs,combined_explosive_play_rate,combined_scoring_drive_rate,play_volume_diff,pass_rate_diff,rush_rate_diff,turnover_diff,home_game_date_str,home_AwayTeam,home_HomeTeam,home_season_type,home_week_sort,home_total_plays_y,home_offensive_plays_y,home_pass_plays_y,home_rush_plays_y,home_sacks_y,home_punts_y,home_field_goal_plays_y,home_turnovers_y,home_penalties_y,home_first_downs_y,home_touchdowns_y,home_scoring_plays_y,home_scoring_drives_y,home_red_zone_plays_y,home_explosive_passes_y,home_explosive_runs_y,home_drive_count_y,home_pass_rate_y,home_rush_rate_y,home_explosive_play_rate_y,home_scoring_drive_rate_y,home_home_or_away_y,home_game_datetime_utc,away_game_date_str,away_AwayTeam,away_HomeTeam,away_season_type,away_week_sort,away_total_plays_y,away_offensive_plays_y,away_pass_plays_y,away_rush_plays_y,away_sacks_y,away_punts_y,away_field_goal_plays_y,away_turnovers_y,away_penalties_y,away_first_downs_y,away_touchdowns_y,away_scoring_plays_y,away_scoring_drives_y,away_red_zone_plays_y,away_explosive_passes_y,away_explosive_runs_y,away_drive_count_y,away_pass_rate_y,away_rush_rate_y,away_explosive_play_rate_y,away_scoring_drive_rate_y,away_home_or_away_y,away_game_datetime_utc
2017_1_Ravens_Bengals,2017,1,2017-09-10,2017-09-10 00:00:00+00:00,Ravens,Bengals,20.0,0.0,-20.0,20.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_1_Seahawks_Packers,2017,1,2017-09-10,2017-09-10 00:00:00+00:00,Seahawks,Packers,9.0,17.0,8.0,26.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_1_Steelers_Browns,2017,1,2017-09-10,2017-09-10 00:00:00+00:00,Steelers,Browns,21.0,18.0,-3.0,39.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_1_Chargers_Broncos,2017,1,2017-09-11,2017-09-11 00:00:00+00:00,Chargers,Broncos,21.0,24.0,3.0,45.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_1_Saints_Vikings,2017,1,2017-09-11,2017-09-11 00:00:00+00:00,Saints,Vikings,19.0,29.0,10.0,48.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Texans_Bengals,2017,2,2017-09-14,2017-09-14 00:00:00+00:00,Texans,Bengals,13.0,9.0,-4.0,22.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_49ers_Seahawks,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,49ers,Seahawks,9.0,12.0,3.0,21.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Bears_Buccaneers,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Bears,Buccaneers,7.0,29.0,22.0,36.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Bills_Panthers,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Bills,Panthers,3.0,9.0,6.0,12.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Browns_Ravens,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Browns,Ravens,10.0,24.0,14.0,34.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Cardinals_Colts,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Cardinals,Colts,16.0,13.0,-3.0,29.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Cowboys_Broncos,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Cowboys,Broncos,17.0,42.0,25.0,59.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Dolphins_Chargers,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Dolphins,Chargers,19.0,17.0,-2.0,36.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Eagles_Chiefs,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Eagles,Chiefs,20.0,27.0,7.0,47.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Jets_Raiders,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Jets,Raiders,20.0,45.0,25.0,65.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Packers_Falcons,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Packers,Falcons,23.0,34.0,11.0,57.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Patriots_Saints,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Patriots,Saints,36.0,20.0,-16.0,56.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Redskins_Rams,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Redskins,Rams,27.0,20.0,-7.0,47.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Titans_Jaguars,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Titans,Jaguars,37.0,16.0,-21.0,53.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Vikings_Steelers,2017,2,2017-09-17,2017-09-17 00:00:00+00:00,Vikings,Steelers,9.0,26.0,17.0,35.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_2_Lions_Giants,2017,2,2017-09-18,2017-09-18 00:00:00+00:00,Lions,Giants,24.0,10.0,-14.0,34.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Rams_49ers,2017,3,2017-09-21,2017-09-21 00:00:00+00:00,Rams,49ers,41.0,39.0,-2.0,80.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Bengals_Packers,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Bengals,Packers,24.0,27.0,3.0,51.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Broncos_Bills,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Broncos,Bills,16.0,26.0,10.0,42.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Browns_Colts,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Browns,Colts,28.0,31.0,3.0,59.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Buccaneers_Vikings,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Buccaneers,Vikings,17.0,34.0,17.0,51.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Chiefs_Chargers,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Chiefs,Chargers,24.0,10.0,-14.0,34.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Dolphins_Jets,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Dolphins,Jets,6.0,20.0,14.0,26.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Falcons_Lions,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Falcons,Lions,30.0,26.0,-4.0,56.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Giants_Eagles,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Giants,Eagles,24.0,27.0,3.0,51.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Raiders_Redskins,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Raiders,Redskins,10.0,27.0,17.0,37.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Ravens_Jaguars,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Ravens,Jaguars,7.0,44.0,37.0,51.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Saints_Panthers,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Saints,Panthers,34.0,13.0,-21.0,47.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Seahawks_Titans,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Seahawks,Titans,27.0,33.0,6.0,60.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Steelers_Bears,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Steelers,Bears,17.0,23.0,6.0,40.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Texans_Patriots,2017,3,2017-09-24,2017-09-24 00:00:00+00:00,Texans,Patriots,33.0,36.0,3.0,69.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_3_Cowboys_Cardinals,2017,3,2017-09-25,2017-09-25 00:00:00+00:00,Cowboys,Cardinals,28.0,17.0,-11.0,45.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Bears_Packers,2017,4,2017-09-28,2017-09-28 00:00:00+00:00,Bears,Packers,14.0,35.0,21.0,49.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_49ers_Cardinals,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,49ers,Cardinals,15.0,18.0,3.0,33.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Bengals_Browns,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Bengals,Browns,31.0,7.0,-24.0,38.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Bills_Falcons,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Bills,Falcons,23.0,17.0,-6.0,40.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Colts_Seahawks,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Colts,Seahawks,18.0,46.0,28.0,64.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Eagles_Chargers,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Eagles,Chargers,26.0,24.0,-2.0,50.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Giants_Buccaneers,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Giants,Buccaneers,23.0,25.0,2.0,48.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Jaguars_Jets,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Jaguars,Jets,20.0,23.0,3.0,43.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Lions_Vikings,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Lions,Vikings,14.0,7.0,-7.0,21.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Panthers_Patriots,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Panthers,Patriots,33.0,30.0,-3.0,63.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_4_Raiders_Broncos,2017,4,2017-10-01,2017-10-01 00:00:00+00:00,Raiders,Broncos,10.0,16.0,6.0,26.0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
