Season,Week,game_date,away_team,home_team,side,odds,model_prob,implied_prob,edge,pred_home_margin,pred_total
2019,Week 12,2019-11-24,Cowboys,Patriots,home,-110,0.6558493875545913,0.5238095238095238,0.1320398637450675,2.273112830145623,22.167043492197507
2020,Week 8,2020-11-01,Titans,Bengals,home,-110,0.6548748551669124,0.5238095238095238,0.1310653313573885,5.176966469366335,52.01944390443724
2020,Week 4,2020-10-05,Patriots,Chiefs,home,-110,0.6535736442672386,0.5238095238095238,0.1297641204577148,11.875299965142856,33.972599301834165
2018,Week 7,2018-10-22,Giants,Falcons,home,-110,0.6533868355035177,0.5238095238095238,0.1295773116939939,2.4426000500825227,41.18812613489022
2020,Week 12,2020-11-29,Dolphins,Jets,home,-110,0.6531192182101703,0.5238095238095238,0.1293096944006464,-1.8546959645426413,23.631291882334107
2020,Week 7,2020-10-25,Jaguars,Chargers,home,-110,0.6514277836331976,0.5238095238095238,0.1276182598236738,6.110451273068544,60.38888882761117
2018,Week 7,2018-10-21,Browns,Buccaneers,home,-110,0.6505016433735882,0.5238095238095238,0.1266921195640643,1.1585557090304828,50.93401751965959
2019,Week 13,2019-12-01,Eagles,Dolphins,home,-110,0.6484861471712524,0.5238095238095238,0.1246766233617285,1.6935349476853383,57.84888118263313
2019,Week 2,2019-09-15,Eagles,Falcons,home,-110,0.6438059389548362,0.5238095238095238,0.1199964151453123,4.128259723075163,42.36350359978974
2020,Week 16,2020-12-27,Falcons,Chiefs,home,-110,0.642992249649316,0.5238095238095238,0.1191827258397921,1.5167773682275432,32.38944867065179
2017,Week 4,2017-10-01,Giants,Buccaneers,home,-110,0.6417333910448323,0.5238095238095238,0.1179238672353084,0.9614144286390456,46.82277317396412
2017,Week 10,2017-11-12,Browns,Lions,home,-110,0.6413773057113431,0.5238095238095238,0.1175677819018192,7.9378987866884465,61.89228705016385
2019,Week 11,2019-11-17,Cowboys,Lions,home,-110,0.6404878403348319,0.5238095238095238,0.116678316525308,0.3613619031792248,61.44272841989666
2017,Week 14,2017-12-10,Colts,Bills,home,-110,0.6395553142907352,0.5238095238095238,0.1157457904812113,6.096028687100638,20.82226688093311
2019,Week 3,2019-09-22,Ravens,Chiefs,home,-110,0.6345008106228068,0.5238095238095238,0.110691286813283,2.8202855522699526,59.13278584741923
2019,Week 8,2019-10-27,Buccaneers,Titans,home,-110,0.6338881861001056,0.5238095238095238,0.1100786622905817,3.133932707568375,47.648629607044285
2020,Week 11,2020-11-22,Patriots,Texans,home,-110,0.6328130908328782,0.5238095238095238,0.1090035670233543,2.585131238274065,48.3748421657266
2021,Week 4,2021-10-03,,Falcons,home,-110,0.631104778286284,0.5238095238095238,0.1072952544767601,4.638132035630249,46.07239023965158
2020,Week 17,2021-01-03,Raiders,Broncos,home,-110,0.6299465068739939,0.5238095238095238,0.10613698306447,4.583216225535448,61.02450666097314
2019,Week 13,2019-12-01,Chargers,Broncos,home,-110,0.6293410008397466,0.5238095238095238,0.1055314770302228,1.264032891446638,44.241201643376016
2017,Week 16,2017-12-24,Broncos,,home,-110,0.6263587016698474,0.5238095238095238,0.1025491778603235,6.046034837815531,33.87503731083587
2019,Week 14,2019-12-08,Colts,Buccaneers,home,-110,0.6206884033648126,0.5238095238095238,0.0968788795552887,-2.5050420447994624,69.80572093727989
2020,Week 17,2021-01-03,Falcons,Buccaneers,home,-110,0.6174846737641712,0.5238095238095238,0.0936751499546473,5.062919102688396,75.81312643948974
2018,Week 7,2018-10-21,Cowboys,,home,-110,0.6169906889492922,0.5238095238095238,0.0931811651397683,-1.887337974895647,39.09447772920664
2019,Week 1,2019-09-09,Texans,Saints,home,-110,0.6168535795135592,0.5238095238095238,0.0930440557040354,1.4431203847898617,58.42026733750638
2020,Week 9,2020-11-08,Steelers,Cowboys,home,-110,0.6128823660942929,0.5238095238095238,0.089072842284769,5.425426879038782,41.10391602280135
2018,Week 14,2018-12-09,Bengals,Chargers,home,-110,0.6125295914512274,0.5238095238095238,0.0887200676417035,4.310919922644701,46.26190441397828
2017,Week 12,2017-11-26,Browns,Bengals,home,-110,0.6100185298124441,0.5238095238095238,0.0862090060029202,6.516334724005394,48.77141322326844
2017,Week 11,2017-11-16,Titans,Steelers,home,-110,0.6038764039244914,0.5238095238095238,0.0800668801149675,8.034631323993166,57.64985864296949
2019,Week 4,2019-09-29,Chiefs,Lions,home,-110,0.603072078045408,0.5238095238095238,0.0792625542358841,0.3454793321861846,65.36562466152276
2020,Week 10,2020-11-15,,Lions,home,-110,0.6030355603565338,0.5238095238095238,0.0792260365470099,2.7600886585791446,53.97492412237101
2020,Week 3,2020-09-27,Bengals,Eagles,home,-110,0.6029285189188204,0.5238095238095238,0.0791189951092965,4.883907663090618,47.303846889125225
2018,Week 10,2018-11-11,Jaguars,Colts,home,-110,0.6005267690618897,0.5238095238095238,0.0767172452523659,0.7521081958348286,52.682563617366256
2021,Week 3,2021-09-26,Chargers,Chiefs,home,-110,0.5995091420231684,0.5238095238095238,0.0756996182136445,0.2143885976381039,50.79654673144715
2020,Week 7,2020-10-25,Steelers,Titans,home,-110,0.5985284016376871,0.5238095238095238,0.0747188778281632,2.351581970028804,52.63118589052233
2020,Week 8,2020-11-01,Cowboys,Eagles,home,-110,0.5977042659571126,0.5238095238095238,0.0738947421475887,2.4260425019892087,27.17202714700875
2018,Week 3,2018-09-23,49ers,Chiefs,home,-110,0.5950498622337904,0.5238095238095238,0.0712403384242665,3.621799286990736,63.066511590361806
2018,Week 13,2018-12-02,Bills,Dolphins,home,-110,0.5944103965534423,0.5238095238095238,0.0706008727439184,-0.3168074212243587,39.21606807021791
2017,Week 8,2017-10-29,Bears,Saints,home,-110,0.5914305142264997,0.5238095238095238,0.0676209904169758,2.0789530994809384,32.771686525229846
2018,Week 15,2018-12-15,Texans,Jets,home,-110,0.5913433500382814,0.5238095238095238,0.0675338262287575,0.8411798903621596,49.09229466937436
2017,Week 7,2017-10-22,Jets,Dolphins,home,-110,0.5854467105444937,0.5238095238095238,0.0616371867349698,0.4473715491336377,60.956685508914
2018,Week 17,2018-12-30,Bengals,Steelers,home,-110,0.5833893568873898,0.5238095238095238,0.0595798330778659,1.5257670145404725,28.458078959738085
2021,Week 4,2021-10-03,Titans,Jets,home,-110,0.5826965935377606,0.5238095238095238,0.0588870697282367,0.4275645634668616,48.17913040585408
2018,Week 4,2018-09-30,Browns,Raiders,home,-110,0.5812308137760692,0.5238095238095238,0.0574212899665453,-0.110344352316699,78.45630216888159
2017,Week 11,2017-11-19,Lions,Bears,home,-110,0.5794894653776561,0.5238095238095238,0.0556799415681322,1.5855751098508717,50.236699926193936
2021,Week 6,2021-10-17,Seahawks,Steelers,home,-110,0.5761374970457276,0.5238095238095238,0.0523279732362037,5.087348046165543,45.54218961946206
2021,Week 7,2021-10-24,Eagles,Raiders,home,-110,0.5753713445626204,0.5238095238095238,0.0515618207530965,4.574880550479502,52.0272079434023
2018,Week 2,2018-09-16,Raiders,Broncos,home,-110,0.5744651474403187,0.5238095238095238,0.0506556236307949,-0.4311667865569062,39.12454286586344
2018,Week 16,2018-12-23,Packers,Jets,home,-110,0.5735647839754844,0.5238095238095238,0.0497552601659605,2.742316218370933,82.84489022044987
2019,Week 9,2019-11-03,Buccaneers,Seahawks,home,-110,0.5723670471336681,0.5238095238095238,0.0485575233241443,2.764469592117904,73.09425731406536
2017,Week 14,2017-12-10,Packers,Browns,home,-110,0.5710322512641739,0.5238095238095238,0.04722272745465,3.149640209568075,49.33135833590093
2018,Week 2,2018-09-16,Patriots,Jaguars,home,-110,0.5703473291037668,0.5238095238095238,0.046537805294243,3.97153794931308,51.767675030380985
2018,Week 12,2018-11-22,Bears,Lions,home,-110,0.5649573877287328,0.5238095238095238,0.0411478639192089,0.4740110811847121,38.05440769755889
2020,Week 6,2020-10-18,Texans,Titans,home,-110,0.5628653058373725,0.5238095238095238,0.0390557820278486,0.9057899516095064,73.04027325778797
2018,Week 16,2018-12-23,Bengals,Browns,home,-110,0.5612073409185871,0.5238095238095238,0.0373978171090633,3.8728686947826167,41.2581281754201
2017,Week 15,2017-12-17,Cardinals,,home,-110,0.5594776354353999,0.5238095238095238,0.035668111625876,2.470862427492733,29.489435963975826
2019,Week 10,2019-11-10,Ravens,Bengals,home,-110,0.5555247269070801,0.5238095238095238,0.0317152030975562,-5.715976680927168,61.44486332521748
2019,Week 12,2019-11-24,Lions,,home,-110,0.5516481472169529,0.5238095238095238,0.027838623407429,3.4428050371615524,38.45498933564499
2018,Week 8,2018-10-28,Broncos,Chiefs,home,-110,0.5515575280730242,0.5238095238095238,0.0277480042635003,1.735073676535512,52.56936969654159
2019,Week 17,2019-12-29,Dolphins,Patriots,home,-110,0.5508154905479935,0.5238095238095238,0.0270059667384696,1.7304645054854308,50.28858652099985
2019,Week 16,2019-12-22,Saints,Titans,home,-110,0.5502985224747416,0.5238095238095238,0.0264889986652178,-1.0254687184161153,68.62874349950229
2017,Week 17,2017-12-31,Chiefs,Broncos,home,-110,0.5443615816690726,0.5238095238095238,0.0205520578595487,0.5308751028951763,49.27927465708403
2020,Week 15,2020-12-19,Bills,Broncos,home,-110,0.5440114916936295,0.5238095238095238,0.0202019678841056,-6.361216365298512,65.76353041531905
2020,Week 9,2020-11-08,Panthers,Chiefs,home,-110,0.5439269320676277,0.5238095238095238,0.0201174082581038,-0.8724977603512261,66.49547254813467
2017,Week 4,2017-10-01,Jaguars,Jets,home,-110,0.5398504945383783,0.5238095238095238,0.0160409707288544,-0.7899486514039282,43.75435304742681
2017,Week 1,2017-09-10,Steelers,Browns,home,-110,0.5394449843790441,0.5238095238095238,0.0156354605695202,0.2885247440681065,37.389099976240935
2018,Week 2,2018-09-16,Vikings,Packers,home,-110,0.5377231041017807,0.5238095238095238,0.0139135802922568,1.3572340127467593,56.573635238621904
2020,Week 3,2020-09-27,Bears,Falcons,home,-110,0.5354826120839529,0.5238095238095238,0.011673088274429,0.7669073266273081,57.49610068516581
2017,Week 14,2017-12-10,Lions,Buccaneers,home,-110,0.535103037942007,0.5238095238095238,0.0112935141324831,1.845785325849064,47.03523450820791
2018,Week 1,2018-09-09,Steelers,Browns,home,-110,0.5315494668065067,0.5238095238095238,0.0077399429969828,3.6951520528180377,45.22884869721897
2019,Week 11,2019-11-17,Cardinals,49ers,home,-110,0.5314294382470962,0.5238095238095238,0.0076199144375723,2.3352418305769422,62.16968925641351
2019,Week 15,2019-12-15,Jaguars,Raiders,home,-110,0.5312395311090723,0.5238095238095238,0.0074300072995484,0.8133380563798339,36.596029750939685
2017,Week 4,2017-10-01,49ers,Cardinals,home,-110,0.5307835754207315,0.5238095238095238,0.0069740516112076,-0.3417624724521,33.88105994351662
2020,Week 11,2020-11-22,Jets,Chargers,home,-110,0.5277591156733543,0.5238095238095238,0.0039495918638304,-0.2250842382089802,59.16675148199029
2017,Week 1,2017-09-07,Chiefs,Patriots,home,-110,0.527741445431074,0.5238095238095238,0.0039319216215502,-1.6786492439219345,75.41513759018225
2019,Week 7,2019-10-20,Raiders,Packers,home,-110,0.5271934956016355,0.5238095238095238,0.0033839717921116,2.734694140006064,68.42439600816707
2018,Week 17,2018-12-30,Cowboys,Giants,home,-110,0.5264649799716641,0.5238095238095238,0.0026554561621402,2.531340124389425,69.6315646751662
2018,Week 15,2018-12-16,,Jaguars,home,-110,0.5255465803303502,0.5238095238095238,0.0017370565208263,-1.2284119620806575,29.33728423658416
2020,Week 2,2020-09-20,49ers,Jets,home,-110,0.5241294946238939,0.5238095238095238,0.00031997081437,0.1473720164803076,45.684927732254046
2021,Week 6,2021-10-17,Dolphins,Jaguars,home,-110,0.5234619881975271,0.5238095238095238,-0.0003475356119967,-0.6125270910739722,45.2182585294715
2020,Week 15,2020-12-20,49ers,Cowboys,home,-110,0.5229070351598141,0.5238095238095238,-0.0009024886497097,0.7529941590946315,76.48609745407026
2017,Week 8,2017-10-29,Texans,Seahawks,home,-110,0.5203110680491673,0.5238095238095238,-0.0034984557603565,1.0466805245232884,82.06610090518996
2020,Week 2,2020-09-20,Falcons,Cowboys,home,-110,0.5185428882672497,0.5238095238095238,-0.0052666355422741,-3.3105189759811635,80.29261231971935
2019,Week 5,2019-10-06,Bills,Titans,home,-110,0.5163924181664953,0.5238095238095238,-0.0074171056430285,0.7995079797133432,23.46526457462036
2021,Week 2,2021-09-19,Patriots,Jets,home,-110,0.5160481429401131,0.5238095238095238,-0.0077613808694106,-0.1379597213986844,32.147768231540844
2020,Week 5,2020-10-08,Buccaneers,Bears,home,-110,0.5154499099987278,0.5238095238095238,-0.008359613810796,-1.472031452143162,40.13402176535772
2017,Week 7,2017-10-19,Chiefs,Raiders,home,-110,0.5127724686023788,0.5238095238095238,-0.011037055207145,-1.6469523014195944,66.76756640969326
2018,Week 4,2018-09-30,Bengals,Falcons,home,-110,0.5126322469297881,0.5238095238095238,-0.0111772768797356,4.02747498110876,73.12227575283443
2017,Week 2,2017-09-17,,Rams,home,-110,0.5114357725291357,0.5238095238095238,-0.012373751280388,-2.087734468051507,43.24980673656409
2021,Week 1,2021-09-12,Dolphins,Patriots,home,-110,0.5095190148119301,0.5238095238095238,-0.0142905089975937,3.285178131015209,34.89658302553001
2020,Week 11,2020-11-22,Chiefs,Raiders,home,-110,0.5083232278651647,0.5238095238095238,-0.0154862959443591,3.520096004903656,67.70164287401406
2019,Week 12,2019-11-24,Panthers,Saints,home,-110,0.5070592388414097,0.5238095238095238,-0.0167502849681141,-2.863781543659365,63.05958739874459
2019,Week 17,2019-12-29,Falcons,Buccaneers,home,-110,0.5068218646986571,0.5238095238095238,-0.0169876591108667,0.3229370050675614,45.9622523164978
2017,Week 13,2017-12-04,Steelers,Bengals,home,-110,0.5058857294106147,0.5238095238095238,-0.0179237943989091,-1.2819376481957108,46.15721248733424
2018,Week 5,2018-10-07,Rams,Seahawks,home,-110,0.5051805746588156,0.5238095238095238,-0.0186289491507082,2.744933479569749,66.45857360225563
2019,Week 17,2019-12-29,Packers,Lions,home,-110,0.5049859379025896,0.5238095238095238,-0.0188235859069342,0.1862936807903168,44.74250119883861
2021,Week 5,2021-10-10,Saints,,home,-110,0.5048153305786051,0.5238095238095238,-0.0189941932309187,-4.720617259949846,44.12390372000076
2020,Week 16,2020-12-27,Colts,Steelers,home,-110,0.5045226053275877,0.5238095238095238,-0.019286918481936,1.78205924020512,54.10153345428797
2017,Week 14,2017-12-10,Ravens,Steelers,home,-110,0.5004685561188096,0.5238095238095238,-0.0233409676907142,-3.2753467857874794,78.97742678058525
2019,Week 6,2019-10-13,Cowboys,Jets,home,-110,0.4995438454603028,0.5238095238095238,-0.024265678349221,-1.8628140295612807,47.07289766154396
2019,Week 3,2019-09-22,Broncos,Packers,home,-110,0.4993626982859758,0.5238095238095238,-0.024446825523548,2.5396990030723074,43.95693653479039
2020,Week 10,2020-11-12,Colts,Titans,home,-110,0.4992294178642053,0.5238095238095238,-0.0245801059453185,-4.715975684146257,51.72919158258879
2017,Week 1,2017-09-10,Eagles,,home,-110,0.4981300296272076,0.5238095238095238,-0.0256794941823162,-3.637784923138193,43.338463326330114
2021,Week 6,2021-10-17,Chiefs,,home,-110,0.4957426443856538,0.5238095238095238,-0.02806687942387,-6.9497394542529785,39.431283996454034
2018,Week 15,2018-12-16,Seahawks,49ers,home,-110,0.4934872924075709,0.5238095238095238,-0.0303222314019529,-0.7657939795462625,49.54378256291806
2019,Week 10,2019-11-10,Dolphins,Colts,home,-110,0.4870745893720962,0.5238095238095238,-0.0367349344374276,1.7744729503139005,27.45773868278909
2020,Week 7,2020-10-25,Cowboys,,home,-110,0.486573072887254,0.5238095238095238,-0.0372364509222698,4.947104321915915,28.841427557304986
2019,Week 15,2019-12-15,Falcons,49ers,home,-110,0.4842062872389502,0.5238095238095238,-0.0396032365705736,-0.1923798574037667,49.70596979554245
2021,Week 5,2021-10-10,49ers,Cardinals,home,-110,0.4816164367811902,0.5238095238095238,-0.0421930870283336,0.9581298625773358,27.384528860231047
2020,Week 16,2020-12-26,Dolphins,Raiders,home,-110,0.4781119117884561,0.5238095238095238,-0.0456976120210677,2.295230907784644,50.53246085763008
2018,Week 12,2018-11-25,Dolphins,Colts,home,-110,0.4762260768239846,0.5238095238095238,-0.0475834469855392,-3.680737804838909,51.22253171649031
2017,Week 11,2017-11-19,,Saints,home,-110,0.475911675214759,0.5238095238095238,-0.0478978485947648,-1.6310490509641482,47.86399286212156
2017,Week 12,2017-11-26,Packers,Steelers,home,-110,0.4755090388331574,0.5238095238095238,-0.0483004849763664,-2.854820282408677,58.51046784172354
2018,Week 3,2018-09-23,Raiders,Dolphins,home,-110,0.4711470655604726,0.5238095238095238,-0.0526624582490512,-0.700015054135771,50.511932441468495
2018,Week 7,2018-10-21,Panthers,Eagles,home,-110,0.4680595837879974,0.5238095238095238,-0.0557499400215264,-0.7990121237399381,37.444486840237744
2017,Week 5,2017-10-08,Packers,Cowboys,home,-110,0.4679767359331399,0.5238095238095238,-0.0558327878763839,-0.1589858205861934,63.88178235178562
2021,Week 5,2021-10-11,Colts,Ravens,home,-110,0.4674906689717379,0.5238095238095238,-0.0563188548377859,0.5463620185865125,41.4439731988371
2018,Week 11,2018-11-18,Broncos,Chargers,home,-110,0.4673994080279808,0.5238095238095238,-0.056410115781543,1.0184458170495592,44.31814552439284
2017,Week 10,2017-11-12,Steelers,Colts,home,-110,0.4620345499870854,0.5238095238095238,-0.0617749738224384,-0.9569690662997652,34.975407444457176
2017,Week 10,2017-11-12,Chargers,Jaguars,home,-110,0.4617592780465655,0.5238095238095238,-0.0620502457629583,-2.666174964591077,33.01182744827625
2020,Week 3,2020-09-27,Rams,Bills,home,-110,0.4610806386241088,0.5238095238095238,-0.062728885185415,-1.2721079391109629,68.98153448042966
2018,Week 9,2018-11-04,Chargers,Seahawks,home,-110,0.4545184573341743,0.5238095238095238,-0.0692910664753495,-1.9073272452451204,41.08524505069245
2020,Week 8,2020-11-01,Jets,Chiefs,home,-110,0.4541753243381607,0.5238095238095238,-0.0696341994713631,3.522276806160739,45.08193670318615
2021,Week 1,2021-09-09,Cowboys,Buccaneers,home,-110,0.4540399488926964,0.5238095238095238,-0.0697695749168274,-6.122910144183659,58.86777886946856
2021,Week 7,2021-10-24,Bengals,Ravens,home,-110,0.452975034191216,0.5238095238095238,-0.0708344896183078,-2.064884221744902,58.21622937745517
2017,Week 2,2017-09-17,Cardinals,Colts,home,-110,0.4494604362175225,0.5238095238095238,-0.0743490875920013,-0.7557492330908017,31.49345678681333
2018,Week 10,2018-11-12,Giants,49ers,home,-110,0.4462332247891149,0.5238095238095238,-0.0775762990204089,-1.488709480397434,50.37412584555965
2020,Week 15,2020-12-17,Chargers,Raiders,home,-110,0.4423753356958779,0.5238095238095238,-0.0814341881136459,-0.8780008456122514,57.13731939941509
2018,Week 13,2018-12-02,Jets,Titans,home,-110,0.4387564427226765,0.5238095238095238,-0.0850530810868473,-1.7092983362735463,46.123961856976855
2020,Week 8,2020-11-01,Chargers,Broncos,home,-110,0.4370253898241075,0.5238095238095238,-0.0867841339854163,-2.5432068502425054,63.22928934777811
2020,Week 6,2020-10-18,Bears,Panthers,home,-110,0.4361492345011132,0.5238095238095238,-0.0876602893084106,-2.4147653878630724,41.513759412509614
2017,Conference Championships,2018-01-21,Jaguars,Patriots,home,-110,0.4338075285826482,0.5238095238095238,-0.0900019952268756,-2.3561370630331853,45.83183062338772
2020,Week 12,2020-11-29,Panthers,Vikings,home,-110,0.4335560667495589,0.5238095238095238,-0.0902534570599649,-4.771590306702394,50.728987292496
2020,Week 13,2020-12-07,Bills,49ers,home,-110,0.4330196705561257,0.5238095238095238,-0.0907898532533981,-3.8501350950481896,60.265408252845376
2017,Week 15,2017-12-17,Titans,49ers,home,-110,0.4329362945525193,0.5238095238095238,-0.0908732292570045,-2.864226364314155,50.532028231024654
2020,Week 5,2020-10-11,Vikings,Seahawks,home,-110,0.4324860202161827,0.5238095238095238,-0.0913235035933411,-2.162028365581503,52.68661636240456
2020,Week 13,2020-12-06,Broncos,Chiefs,home,-110,0.4307795069403552,0.5238095238095238,-0.0930300168691686,-0.1588891745283458,38.71907821937672
2018,Week 10,2018-11-11,Seahawks,Rams,home,-110,0.4279320126050324,0.5238095238095238,-0.0958775112044914,0.3721865355504733,67.06486815689037
2019,Week 17,2019-12-29,Bears,Vikings,home,-110,0.4269398462827761,0.5238095238095238,-0.0968696775267477,0.2565823008218486,40.35508587047414
2019,Week 6,2019-10-13,Saints,Jaguars,home,-110,0.4260419160085729,0.5238095238095238,-0.0977676078009509,-3.942587663448841,21.09388541778441
2018,Week 6,2018-10-15,49ers,Packers,home,-110,0.4253520461199446,0.5238095238095238,-0.0984574776895792,-2.6046768733520143,63.37041580172275
2018,Week 5,2018-10-07,Cowboys,Texans,home,-110,0.4240840827785592,0.5238095238095238,-0.0997254410309646,-1.9464919706032608,36.204450077957446
2018,Week 15,2018-12-17,Saints,Panthers,home,-110,0.4237306561880882,0.5238095238095238,-0.1000788676214356,-0.0203438818636093,20.4697703015214
2019,Week 14,2019-12-08,49ers,Saints,home,-110,0.4230530305982389,0.5238095238095238,-0.1007564932112849,1.4368035396549497,87.37576394639719
2020,Week 12,2020-11-29,Chiefs,Buccaneers,home,-110,0.4219162302586012,0.5238095238095238,-0.1018932935509226,-0.3009293861411024,51.294183924791135
2018,Week 12,2018-11-25,Seahawks,Panthers,home,-110,0.4218109480410371,0.5238095238095238,-0.1019985757684867,-0.1819927395609224,57.49048091219064
2020,Wild Card,2021-01-09,Colts,Bills,home,-110,0.418477447949329,0.5238095238095238,-0.1053320758601948,-6.538822231600009,49.4631680222831
2018,Week 15,2018-12-13,Chargers,Chiefs,home,-110,0.4172037677041442,0.5238095238095238,-0.1066057561053796,3.175187430137848,56.43726310107376
2019,Week 2,2019-09-16,Browns,Jets,home,-110,0.4148773111958341,0.5238095238095238,-0.1089322126136897,-6.271675005251803,26.696787923842443
2019,Week 2,2019-09-15,Chiefs,Raiders,home,-110,0.4144102720696008,0.5238095238095238,-0.109399251739923,-5.879992313691087,40.18436924072918
2020,Week 11,2020-11-23,Rams,Buccaneers,home,-110,0.4136475361085052,0.5238095238095238,-0.1101619877010186,-0.8927507760075263,51.78803928285974
2020,Week 12,2020-11-29,Saints,Broncos,home,-110,0.4131836715163924,0.5238095238095238,-0.1106258522931314,-6.162169906380388,35.00141615417521
2017,Week 16,2017-12-24,Rams,Titans,home,-110,0.4128870596352011,0.5238095238095238,-0.1109224641743227,0.186240253624953,48.663903184711415
2017,Week 16,2017-12-25,Steelers,Texans,home,-110,0.4099492322912241,0.5238095238095238,-0.1138602915182997,-11.027317276350017,40.456161437114325
2021,Week 2,2021-09-19,49ers,Eagles,home,-110,0.4061640559062393,0.5238095238095238,-0.1176454679032845,-3.5484246712208085,26.819225610163368
2021,Week 6,2021-10-17,Packers,Bears,home,-110,0.4056339424088426,0.5238095238095238,-0.1181755814006812,-5.320609325966188,41.9916991045771
2018,Week 11,2018-11-18,Raiders,Cardinals,home,-110,0.4054853292132703,0.5238095238095238,-0.1183241945962535,1.163974592364981,46.63220350761764
2017,Week 5,2017-10-09,Vikings,Bears,home,-110,0.4051774167618323,0.5238095238095238,-0.1186321070476915,0.1529624843179904,32.69674950745845
2020,Divisional Playoffs,2021-01-16,Ravens,Bills,home,-110,0.4024539051704662,0.5238095238095238,-0.1213556186390576,0.7977513729415907,20.207461253588523
2020,Week 3,2020-09-27,Titans,Vikings,home,-110,0.3999034350102123,0.5238095238095238,-0.1239060887993115,-0.4750643654834677,59.48267422079556
2021,Week 5,2021-10-10,Packers,Bengals,home,-110,0.3997842793845583,0.5238095238095238,-0.1240252444249655,-2.4047985891670574,42.445711313404566
2020,Week 11,2020-11-22,Cowboys,Vikings,home,-110,0.3993226917677965,0.5238095238095238,-0.1244868320417273,-1.1339634766099342,56.45193093317435
2019,Week 3,2019-09-22,Rams,Browns,home,-110,0.3990226589606358,0.5238095238095238,-0.124786864848888,0.5019464822415017,33.67219501825562
2018,Week 4,2018-10-01,Chiefs,Broncos,home,-110,0.3956992643535599,0.5238095238095238,-0.1281102594559639,-3.4121200620506964,49.96476901868127
2018,Week 6,2018-10-14,Bills,Texans,home,-110,0.3955645938947114,0.5238095238095238,-0.1282449299148124,-5.202599536773431,32.633509759927314
2019,Week 17,2019-12-29,Colts,Jaguars,home,-110,0.3953568844617868,0.5238095238095238,-0.128452639347737,2.3524889338225625,53.02059363576736
2017,Week 17,2017-12-31,Saints,Buccaneers,home,-110,0.3952441954981299,0.5238095238095238,-0.1285653283113939,-4.969437725267673,51.34409800074797
2017,Week 14,2017-12-10,Eagles,Rams,home,-110,0.394546298473703,0.5238095238095238,-0.1292632253358208,-3.2732755592374247,84.13381498318715
2019,Week 13,2019-11-28,Bears,Lions,home,-110,0.3922404931431608,0.5238095238095238,-0.131569030666363,-0.7517449279155707,45.33072668591594
2020,Week 7,2020-10-25,Chiefs,Broncos,home,-110,0.3918405257484806,0.5238095238095238,-0.1319689980610432,-7.730949190984995,55.57241707319402
2017,Week 10,2017-11-12,Patriots,Broncos,home,-110,0.3913646005890911,0.5238095238095238,-0.1324449232204327,-9.432902622194456,57.34558580178636
2021,Week 1,2021-09-12,Browns,Chiefs,home,-110,0.3903023171279375,0.5238095238095238,-0.1335072066815863,-1.0771643965255602,60.27582494944203
2020,Week 12,2020-12-02,Ravens,Steelers,home,-110,0.3885403791778722,0.5238095238095238,-0.1352691446316516,-3.2248131262012283,33.39999688233597
2019,Week 11,2019-11-17,Broncos,Vikings,home,-110,0.3883844888353681,0.5238095238095238,-0.1354250349741557,-2.896371282195909,49.66605065860531
2017,Week 3,2017-09-24,Texans,Patriots,home,-110,0.3883166328698271,0.5238095238095238,-0.1354928909396967,-1.796856988282813,67.82746121636141
2017,Week 16,2017-12-25,Raiders,Eagles,home,-110,0.3878552109427389,0.5238095238095238,-0.1359543128667849,-1.2633344289959856,28.76640947241828
2020,Week 6,2020-10-18,Bengals,Colts,home,-110,0.3846389323002002,0.5238095238095238,-0.1391705915093236,-2.2621309569069017,59.77070589663607
2021,Week 1,2021-09-12,Chargers,,home,-110,0.3842996213522396,0.5238095238095238,-0.1395099024572842,-8.108349664342107,35.4921063465044
2018,Week 2,2018-09-16,Browns,Saints,home,-110,0.382626938840765,0.5238095238095238,-0.1411825849687588,-4.45127282978638,38.39257564940979
2020,Week 1,2020-09-13,Bears,Lions,home,-110,0.3809311358109467,0.5238095238095238,-0.1428783879985771,-1.22316801848523,50.828136846239225
2018,Week 1,2018-09-09,Bears,Packers,home,-110,0.3794189885057982,0.5238095238095238,-0.1443905353037256,-3.563981205126064,46.48815896233003
2020,Week 17,2021-01-03,Vikings,Lions,home,-110,0.3792163293182689,0.5238095238095238,-0.1445931944912549,0.713786257953691,70.86796955658714
2020,Week 12,2020-11-29,49ers,Rams,home,-110,0.3747801999707377,0.5238095238095238,-0.1490293238387861,-1.8118069200811189,41.38128124987055
2017,Week 9,2017-11-05,,Seahawks,home,-110,0.3734335217646671,0.5238095238095238,-0.1503760020448567,-2.642458951289181,29.56269540908698
2019,Week 9,2019-11-03,Vikings,Chiefs,home,-110,0.3728497880202722,0.5238095238095238,-0.1509597357892516,-4.635867916778928,48.44179966468628
2020,Week 7,2020-10-25,Bills,Jets,home,-110,0.3714594986541392,0.5238095238095238,-0.1523500251553846,-6.437620985302095,30.333190262232176
2020,Week 5,2020-10-12,Chargers,Saints,home,-110,0.3680426677141849,0.5238095238095238,-0.1557668560953389,-1.4329938184651705,59.02633478589271
2019,Week 5,2019-10-06,Patriots,,home,-110,0.3677877049225234,0.5238095238095238,-0.1560218188870004,-10.502313256857947,42.353502824792855
